nodes,node_labels,adj_labels,adj_nodes
email_footer_-_how_to_stay_safe_from_covid-19.pdf,FILE,"['FOLDER', 'CATEGORY']","['COVID-19', 'COVID-19']"
keeping_your_loved_one_safe_in_residential_care_storyboard.pdf,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY']","['COVID-19', 'Storyboard', 'COVID-19']"
social_media_tile_-_how_to_stay_safe_from_covid-19.pdf,FILE,"['FOLDER', 'CATEGORY']","['COVID-19', 'COVID-19']"
website_banner_-_how_to_stay_safe_from_covid-19.pdf,FILE,"['FOLDER', 'CATEGORY']","['COVID-19', 'COVID-19']"
MOU - ACQSC and OHO QLD.pdf,FILE,"['FOLDER', 'CATEGORY']","['Memorandum of Understanding', 'Memorandum of Understanding']"
MoU ACQSC and AHPRA.pdf,FILE,"['FOLDER', 'CATEGORY']","['Memorandum of Understanding', 'Memorandum of Understanding']"
Signed MoU HCCC & ACQSC 151019.pdf,FILE,"['FOLDER', 'CATEGORY']","['Memorandum of Understanding', 'Memorandum of Understanding']"
signed_mou_with_doh.pdf,FILE,"['FOLDER', 'CATEGORY']","['Memorandum of Understanding', 'Memorandum of Understanding']"
signed_schedule_communication_data.pdf,FILE,"['FOLDER', 'CATEGORY']","['Memorandum of Understanding', 'Memorandum of Understanding']"
ACQSC Enterprise Agreement 2019-2022.pdf,FILE,"['FOLDER', 'CATEGORY']","['Other', 'Other']"
acqsc_six_steps_for_safe_prescribing.pdf,FILE,"['FOLDER', 'CATEGORY']","['Other', 'Other']"
acqsc_translated-information-for-consumer-poster_acc.pdf,FILE,"['FOLDER', 'CATEGORY']","['Other', 'Other']"
FOI Application Form - December 2018.pdf,FILE,"['FOLDER', 'CATEGORY']","['Other', 'Other']"
self-assessment_tool_psychotropic_medications_0.docx,FILE,"['FOLDER', 'CATEGORY']","['Other', 'Other']"
Summary of actions - Directions Issued Wynwood Nursing Home.pdf,FILE,"['FOLDER', 'CATEGORY']","['Other', 'Other']"
Unexplained absence form 27 02 2020.docx,FILE,"['FOLDER', 'CATEGORY']","['Other', 'Other']"
Aged Care Complaints Commissioner – Annual Report 2017–18.pdf,FILE,"['FOLDER', 'CATEGORY']","['Annual Reports', 'Annual Report']"
aged-care-complaints-commissioner-annual-report-2015-16.docx,FILE,"['FOLDER', 'CATEGORY']","['Annual Reports', 'Annual Report']"
aged-care-complaints-commissioner-annual-report-2015-16.pdf,FILE,"['FOLDER', 'CATEGORY']","['Annual Reports', 'Annual Report']"
aged_care_complaints_commissioner_annual_report_2017-18.docx,FILE,"['FOLDER', 'CATEGORY']","['Annual Reports', 'Annual Report']"
Annual-Report-2016-17-PDF.pdf,FILE,"['FOLDER', 'CATEGORY']","['Annual Reports', 'Annual Report']"
annual-report-2016-17-word.docx,FILE,"['FOLDER', 'CATEGORY']","['Annual Reports', 'Annual Report']"
Aged Care Complaints Commissioner - Corporate Plan - Quality improvement sub-plan_1.pdf,FILE,"['FOLDER', 'CATEGORY']","['Corporate Plan', 'Corporate Plan']"
aged-care-complaints-commissioners-corporate-plan-2017-and-2018.pdf,FILE,"['FOLDER', 'CATEGORY']","['Corporate Plan', 'Corporate Plan']"
National-Consensus-Statement-Essential-Elements-forsafe-high-quality-end-of-life-care.pdf,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY']","['Handbooks', 'Handbook', 'Quality Care']"
National-Guidelines-for-Spiritual-Care-in-Aged-Care-DIGITAL.pdf,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY']","['Handbooks', 'Handbook', 'Spiritual Care']"
NFP-Principles-and-Guidance-131015.pdf,FILE,"['FOLDER', 'CATEGORY']","['Handbooks', 'Handbook']"
report-national-acd-prevalence-study-2019.pdf,FILE,"['FOLDER', 'CATEGORY']","['Advance Care Planning', 'Advanced Care Planning']"
SDM-Policy-Guidelines.pdf,FILE,"['FOLDER', 'CATEGORY']","['Advance Care Planning', 'Advanced Care Planning']"
Antimicrobial-Stewardship-Clinical-Care-Standard-web.pdf,FILE,"['FOLDER', 'CATEGORY']","['Clinical Care Standards', 'Clinical Care Standard']"
Delirium-CCS-Clinician-Fact-sheet-Web-PDF.pdf,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY']","['Clinical Care Standards', 'Fact sheet', 'Clinical Care Standard']"
Delirium-Clinical-Care-Standard-Web-PDF.pdf,FILE,"['FOLDER', 'CATEGORY']","['Clinical Care Standards', 'Clinical Care Standard']"
coronavirus-covid-19-when-to-use-personal-protective-equipment-in-aged-care.pdf,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY']","['COVID-19', 'Handbook', 'COVID-19']"
flu_vax_poster_aged_care_residential.pdf,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY']","['COVID-19', 'Handbook', 'COVID-19']"
Helpsheet-Environment03_HowToDesign_english.pdf,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY']","['Dementia', 'Handbook', 'Dementia']"
LAVER_Dementia_Guidleines_recommendations_PRVW5.pdf,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY']","['Dementia', 'Handbook', 'Dementia']"
01ebfd4b-99b9-439e-8c19-126090cbb9c3.pdf,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY']","['Diabetes', 'Handbook', 'Diabetes']"
BestPracticeFoodandNutritionManualforAgedCareEdition2.1.pdf,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY']","['Food and Nutrition', 'Handbook', 'Food and Nutrition']"
NationalMealsGuidelines2016.pdf,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY']","['Food and Nutrition', 'Handbook', 'Food and Nutrition']"
BL_1263A 06_16.pdf,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY']","['Mental Health', 'Handbook', 'Mental Health']"
BL_1263A_06_16.pdf,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY']","['Mental Health', 'Handbook', 'Mental Health']"
Recognising-Signs-of-Deterioration-in-a-Persons-Mental-State-Gaskin-Research-Final-Report.pdf,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY']","['Mental Health', 'Handbook', 'Mental Health']"
DCRC-Sexuality-Assessment-Tool-SexAT.pdf,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY']","['Sexual Assessment', 'Handbook', 'Sexual Assessment']"
Other,CATEGORY,"['FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE']","['Best in Care Australia - Actions.pdf', 'Bupa Seaforth - Actions.pdf', 'PCA018_Guiding-Principles-for-PC-Aged-Care_W03-002.pdf', 'Sector performance_External report definitions.pdf', 'ACQSC Enterprise Agreement 2019-2022.pdf', 'acqsc_six_steps_for_safe_prescribing.pdf', 'acqsc_translated-information-for-consumer-poster_acc.pdf', 'FOI Application Form - December 2018.pdf', 'self-assessment_tool_psychotropic_medications_0.docx', 'Summary of actions - Directions Issued Wynwood Nursing Home.pdf', 'Unexplained absence form 27 02 2020.docx']"
Report,CATEGORY,"['FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE']","['La Trobe Literature review final report 9 March 2018 PDF.pdf', 'la_trobe_analysis_of_cer_data.pdf', 'report_on_review_of_infection_control_in_residential_aged_care_in_australia_april_2018.pdf', 'Pilot Process Report - Draft Aged Care Quality Standards and Guidance -Word.docx', 'Pilot Process Report - Draft Aged Care Quality Standards and Guidance.pdf', 'plug-in_report_-_consumer_consultation.pdf', '2017-18 Regulator Performance Report.pdf', 'aacqa_regulator_performance_self-assessment_report_2016-17.docx', 'Quality Agency Regulator Performance - self-assessment report 2015-16 v2.2_20161026 Validated .pdf', 'acqsc_consumer_engagement_in_aged_care_-_survey_report.pdf', 'Consumer Experience Report 2018-2019.pdf']"
Quality and Safety,CATEGORY,"['FILE', 'FILE', 'FILE', 'FILE', 'FILE']","['La Trobe Literature review final report 9 March 2018 PDF.pdf', 'lets_talk_about_quality_discussion_paper_updated_1_september_2015.pdf', 'lets_talk_about_quality_forums_presentation_slides.pdf', 'lets_talk_about_quality_updated9feb2016.pdf', 'the_way_we_manage_quality_and_safety_strengthening_risk.pdf']"
Consumer Experience,CATEGORY,"['FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE']","['la_trobe_analysis_of_cer_data.pdf', 'AACQAConsumerExperienceReportTrends.pdf', 'Phase 2 report - FINAL - June 2018.pdf', 'acqsc_consumer_engagement_in_aged_care_-_literature_review.pdf', 'acqsc_consumer_engagement_in_aged_care_-_survey_report.pdf', 'Consumer Experience Report 2018-2019.pdf', 'Consumers’ Experience of the Quality of Care and Services - Aged Care Services.pdf', 'Consumers’ Experience of the Quality of Care and Services - Aged Care Services_accessible.docx', 'Consumers’ Experience of the Quality of Care and Services - Aged Care Services_accessible_2.docx']"
Medical,CATEGORY,['FILE'],['report_on_review_of_infection_control_in_residential_aged_care_in_australia_april_2018.pdf']
Annual Report,CATEGORY,"['FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE']","['aacq043_annual_report_2014_web_doc.docx', 'aacq043_annual_report_2014_web_pdf.pdf', 'aacqa_annual_report_2015_accessible_revised.pdf', 'aacqa_annual_report_2017-18.pdf', 'aacqa_annual_report_2017_printed_pdf.pdf', 'aacqa_annual_report_accessibility_17_november_corrected.docx', 'aacqa_table_a_executive_remuneration.docx', 'aacqa_table_a_executive_remuneration.pdf', 'aacq_annual_report_2016_accessible_web_pdf.pdf', 'working_together_for_quality_aged_care_-_stakeholder_roundtable_report.pdf', 'ACQSC_AR_2018-19_Full_Final.pdf', 'ACQSC_Corporate_Plan_2019-2020.pdf', 'aged_care_quality_and_safety_commission_glossary_final_may_2020.docx', 'aged_care_quality_and_safety_commission_glossary_final_may_2020.pdf', 'Aged Care Complaints Commissioner – Annual Report 2017–18.pdf', 'aged-care-complaints-commissioner-annual-report-2015-16.docx', 'aged-care-complaints-commissioner-annual-report-2015-16.pdf', 'aged_care_complaints_commissioner_annual_report_2017-18.docx', 'Annual-Report-2016-17-PDF.pdf', 'annual-report-2016-17-word.docx']"
Executive Remuneration,CATEGORY,"['FILE', 'FILE']","['aacqa_table_a_executive_remuneration.docx', 'aacqa_table_a_executive_remuneration.pdf']"
Stakeholder Report,CATEGORY,['FILE'],['working_together_for_quality_aged_care_-_stakeholder_roundtable_report.pdf']
Audit,CATEGORY,"['FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE']","['AACQAConsumerExperienceReportTrends.pdf', 'Phase 2 report - FINAL - June 2018.pdf', 'quality_agency_regulator_performance_measures.pdf', 'Transcriptwebinarunnanounced5June18.pdf', '501 Respite and Care Services5385-7-cer.pdf', '501 Respite and Care Services5385-7-cera.doc', '501 Respite and Care Services5385-7.doc', '501CareCentre6.pdf', 'local-501respiteandcareservices4-1268785031.pdf', 'local-501respitecareservices5-1363905399.pdf', '70LoweStreet3476-6-cer.pdf', '70LoweStreet3476-6-cera.docx', '70lowestreet3476-6.doc.docx', '70LoweStreet5.pdf', 'local-70lowestreet3-1242177222.pdf', 'local-70lowestreet4-1336955238.pdf', 'AHOrrLodge0007-6-cer.pdf', 'AHOrrLodge0007-6-cera.docx', 'ahorrlodge0007-6.docx', 'AHOrrLodge5.pdf', 'local-ahorrlodge4-1329106829.pdf', 'A.+G.+Eastwood+Hostel3377-6-cer.pdf', 'A.+G.+Eastwood+Hostel3377-6-cera.doc', 'a.-g.-eastwood-hostel3377-6.doc', 'A.G.EastwoodHostel5.pdf', 'local-ageastwoodhostel3-1256683589.pdf', 'local-ageastwoodhostel4-1351726349.pdf', 'Abberfield+Aged+Care+Facility4002-6cer.doc', 'Abberfield+Aged+Care+Facility4002-6cer.pdf', 'abberfield-aged-care-facility4002-6.doc', 'AbberfieldAgedCareFacility5.pdf', 'local-abberfieldagedcarefacility3-1252284087.pdf', 'local-abberfieldagedcarefacility4-1347586501.pdf', 'Abbey House Aged Care2610-7-cer.pdf', 'Abbey House Aged Care2610-7-cera.doc', 'Abbey House Aged Care2610-7.doc', 'abbeyhouseagedcare2610-6.pdf', 'AbbeyfieldHouseHostel3164-8-cer.pdf', 'AbbeyfieldHouseHostel3164-8-cera.doc', 'abbeyfieldhousehostel3164-8.doc', 'AbbeyfieldHouseHostel7.pdf', 'local-abbeyfieldhousehostel4-1247545858.pdf', 'local-abbeyfieldhousehostel6-1347944697.pdf', 'abel-tasman-village0356-8.doc', 'AbelTasmanVillage0356-7-cer.pdf', 'AbelTasmanVillage0356-7-cera.doc', 'AbelTasmanVillage6.pdf', 'local-abeltasmanvillage4-1248158256.pdf', 'local-abeltasmanvillage5-1345421102.pdf', 'Abernethy+Nursing+Home2787-6cer.doc', 'Abernethy+Nursing+Home2787-6cer.pdf', 'abernethy-nursing-home2787-6.doc.docx', 'AbernethyNursingHome5.pdf', 'local-abernethynursinghome3-1253600316.pdf', 'local-abernethynursinghome4-1349414693.pdf', 'Acacia Living Group Meadow Springs Aged Care Facility7154-4.pdf', 'Acacia Living Group Meadow Springs Aged Care Facility7154-5-cer.pdf', 'Acacia Living Group Meadow Springs Aged Care Facility7154-5-cera.doc', 'Acacia Living Group Meadow Springs Aged Care Facility7154-5.doc', 'Acacia Living Group Menora Gardens Aged Care Facility7151-5.pdf', 'Acacia Living Group Menora Gardens Aged Care Facility7151-6-cer.pdf', 'Acacia Living Group Menora Gardens Aged Care Facility7151-6-cera.doc', 'Acacia Living Group Menora Gardens Aged Care Facility7151-6.doc', 'AcaciaHouseResidentialAgedCareService4.pdf', 'AcaciaHouseResidentialAgedCareService4348-5-cer.pdf', 'AcaciaHouseResidentialAgedCareService4348-5-cera.docx', 'acaciahouseresidentialagedcareservice4348-5.docx', 'local-acaciahouseresidentialagedcareservice3-1319674840.pdf', 'ACDMA Aged Hostel0365-7.doc', 'ACDMA Aged Hostel0365-8-cer.pdf', 'ACDMA Aged Hostel0365-8-cera.doc', 'ACDMA Aged Hostel0365-8.doc', 'ACDMA Aged Hostel0365-9.docx', 'acdmaagedhostel0365-5.pdf', 'acdmaagedhostel1-115683088925896.pdf', 'ACDMAAgedHostel4.pdf', 'local-acdmaagedhostel2-1250743707.pdf', 'local-acdmaagedhostel3-1346912190.pdf', 'ACH Group Residential Care - Colton Court6980-8.docx', 'ACH Group Residential Care - Kapara6805-6.docx', 'ACH Group Residential Care - Milpara6930-10-cer.pdf', 'ACH Group Residential Care - Milpara6930-10-cera.doc', 'ACH Group Residential Care - Milpara6930-10_0.doc', 'ACH Group Residential Care - Perry Park (high care)6950-6.docx', 'ACH Group Residential Care - Perry Park (low Care)6021-6.docx', 'ColtonCourtNursingHome7.pdf', 'local-coltoncourtnursinghome4-1241068092.pdf', 'local-coltoncourtnursinghome6-1340001988.pdf', 'highercombe6289-5.pdf', 'local-highercombe3-1344835635.pdf', 'local-highercombe4-1373504062.pdf', 'KaparaNursingHome5.pdf', 'local-kaparanursinghome3-1235453651.pdf', 'local-kaparanursinghome4-1329799863.pdf', 'local-milparaagedcarefacility6-1344836364.pdf', 'milparaagedcarefacility4-120520765397648.pdf', 'MilparaAgedCareFacility9.pdf', 'local-mingarrahostel3-1247460395.pdf', 'local-mingarrahostel5-1346826827.pdf', 'MingarraHostel3235-7-cer.pdf', 'MingarraHostel3235-7-cera.doc', 'mingarrahostel3235-7.doc', 'MingarraHostel6.pdf', 'local-perryparkhostel3-1238709306.pdf', 'local-perryparkhostel4-1332456292.pdf', 'PerryParkHostel5.pdf', 'local-perryparknursinghome3-1239237826.pdf', 'local-perryparknursinghome4-1332205852.pdf', 'PerryParkNursingHome5.pdf', 'local-rslmenoragardensagedcarefacility2-1252019562.pdf', 'local-rslmenoragardensagedcarefacility3-1348470088.pdf', 'RSLMenoraGardensAgedCareFacility4.pdf', 'local-rslwarveteranshomemandurah2-1254375169.pdf', 'local-rslwarveteranshomemandurah3-1350004760.pdf', 'RSLWarVeteransHomeMandurah4.pdf', 'local-theabbeynursinghome3-1238977326.pdf', 'local-theabbeynursinghome4-1334819734.pdf', 'TheAbbeyNursingHome5.pdf']"
501 Care Services,CATEGORY,"['FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE']","['501 Respite and Care Services5385-7-cer.pdf', '501 Respite and Care Services5385-7-cera.doc', '501 Respite and Care Services5385-7.doc', '501CareCentre6.pdf', 'local-501respiteandcareservices4-1268785031.pdf', 'local-501respitecareservices5-1363905399.pdf']"
70 Lowe Street,CATEGORY,"['FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE']","['70LoweStreet3476-6-cer.pdf', '70LoweStreet3476-6-cera.docx', '70lowestreet3476-6.doc.docx', '70LoweStreet5.pdf', 'local-70lowestreet3-1242177222.pdf', 'local-70lowestreet4-1336955238.pdf']"
A H Orr Lodge,CATEGORY,"['FILE', 'FILE', 'FILE', 'FILE', 'FILE']","['AHOrrLodge0007-6-cer.pdf', 'AHOrrLodge0007-6-cera.docx', 'ahorrlodge0007-6.docx', 'AHOrrLodge5.pdf', 'local-ahorrlodge4-1329106829.pdf']"
A.G.Eastwood Hostel,CATEGORY,"['FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE']","['A.+G.+Eastwood+Hostel3377-6-cer.pdf', 'A.+G.+Eastwood+Hostel3377-6-cera.doc', 'a.-g.-eastwood-hostel3377-6.doc', 'A.G.EastwoodHostel5.pdf', 'local-ageastwoodhostel3-1256683589.pdf', 'local-ageastwoodhostel4-1351726349.pdf']"
Abberfield Aged Care Facility,CATEGORY,"['FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE']","['Abberfield+Aged+Care+Facility4002-6cer.doc', 'Abberfield+Aged+Care+Facility4002-6cer.pdf', 'abberfield-aged-care-facility4002-6.doc', 'AbberfieldAgedCareFacility5.pdf', 'local-abberfieldagedcarefacility3-1252284087.pdf', 'local-abberfieldagedcarefacility4-1347586501.pdf']"
Abbey House Aged Care,CATEGORY,"['FILE', 'FILE', 'FILE', 'FILE']","['Abbey House Aged Care2610-7-cer.pdf', 'Abbey House Aged Care2610-7-cera.doc', 'Abbey House Aged Care2610-7.doc', 'abbeyhouseagedcare2610-6.pdf']"
Abbeyfield House Hostel,CATEGORY,"['FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE']","['AbbeyfieldHouseHostel3164-8-cer.pdf', 'AbbeyfieldHouseHostel3164-8-cera.doc', 'abbeyfieldhousehostel3164-8.doc', 'AbbeyfieldHouseHostel7.pdf', 'local-abbeyfieldhousehostel4-1247545858.pdf', 'local-abbeyfieldhousehostel6-1347944697.pdf']"
Abel Tasman Village,CATEGORY,"['FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE']","['abel-tasman-village0356-8.doc', 'AbelTasmanVillage0356-7-cer.pdf', 'AbelTasmanVillage0356-7-cera.doc', 'AbelTasmanVillage6.pdf', 'local-abeltasmanvillage4-1248158256.pdf', 'local-abeltasmanvillage5-1345421102.pdf']"
Abernethy Nursing Home,CATEGORY,"['FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE']","['Abernethy+Nursing+Home2787-6cer.doc', 'Abernethy+Nursing+Home2787-6cer.pdf', 'abernethy-nursing-home2787-6.doc.docx', 'AbernethyNursingHome5.pdf', 'local-abernethynursinghome3-1253600316.pdf', 'local-abernethynursinghome4-1349414693.pdf']"
Acacia Living Group Meadow Springs Aged,CATEGORY,"['FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE']","['Acacia Living Group Meadow Springs Aged Care Facility7154-4.pdf', 'Acacia Living Group Meadow Springs Aged Care Facility7154-5-cer.pdf', 'Acacia Living Group Meadow Springs Aged Care Facility7154-5-cera.doc', 'Acacia Living Group Meadow Springs Aged Care Facility7154-5.doc', 'Acacia Living Group Menora Gardens Aged Care Facility7151-5.pdf', 'Acacia Living Group Menora Gardens Aged Care Facility7151-6-cer.pdf', 'Acacia Living Group Menora Gardens Aged Care Facility7151-6-cera.doc', 'Acacia Living Group Menora Gardens Aged Care Facility7151-6.doc', 'AcaciaHouseResidentialAgedCareService4.pdf', 'AcaciaHouseResidentialAgedCareService4348-5-cer.pdf', 'AcaciaHouseResidentialAgedCareService4348-5-cera.docx', 'acaciahouseresidentialagedcareservice4348-5.docx', 'local-acaciahouseresidentialagedcareservice3-1319674840.pdf']"
ACDMA Aged Hostel,CATEGORY,"['FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE']","['ACDMA Aged Hostel0365-7.doc', 'ACDMA Aged Hostel0365-8-cer.pdf', 'ACDMA Aged Hostel0365-8-cera.doc', 'ACDMA Aged Hostel0365-8.doc', 'ACDMA Aged Hostel0365-9.docx', 'acdmaagedhostel0365-5.pdf', 'acdmaagedhostel1-115683088925896.pdf', 'ACDMAAgedHostel4.pdf', 'local-acdmaagedhostel2-1250743707.pdf', 'local-acdmaagedhostel3-1346912190.pdf']"
ACH Group Residential Care,CATEGORY,"['FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE']","['ACH Group Residential Care - Colton Court6980-8.docx', 'ACH Group Residential Care - Kapara6805-6.docx', 'ACH Group Residential Care - Milpara6930-10-cer.pdf', 'ACH Group Residential Care - Milpara6930-10-cera.doc', 'ACH Group Residential Care - Milpara6930-10_0.doc', 'ACH Group Residential Care - Perry Park (high care)6950-6.docx', 'ACH Group Residential Care - Perry Park (low Care)6021-6.docx']"
Colton Court Nursing,CATEGORY,"['FILE', 'FILE', 'FILE']","['ColtonCourtNursingHome7.pdf', 'local-coltoncourtnursinghome4-1241068092.pdf', 'local-coltoncourtnursinghome6-1340001988.pdf']"
Highercombe,CATEGORY,"['FILE', 'FILE', 'FILE']","['highercombe6289-5.pdf', 'local-highercombe3-1344835635.pdf', 'local-highercombe4-1373504062.pdf']"
Kapara Nursing Home,CATEGORY,"['FILE', 'FILE', 'FILE']","['KaparaNursingHome5.pdf', 'local-kaparanursinghome3-1235453651.pdf', 'local-kaparanursinghome4-1329799863.pdf']"
Milpara Aged Care Facility,CATEGORY,"['FILE', 'FILE', 'FILE']","['local-milparaagedcarefacility6-1344836364.pdf', 'milparaagedcarefacility4-120520765397648.pdf', 'MilparaAgedCareFacility9.pdf']"
Mingarra Hostel,CATEGORY,"['FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE']","['local-mingarrahostel3-1247460395.pdf', 'local-mingarrahostel5-1346826827.pdf', 'MingarraHostel3235-7-cer.pdf', 'MingarraHostel3235-7-cera.doc', 'mingarrahostel3235-7.doc', 'MingarraHostel6.pdf']"
